Open_n_val,High_n_val,Low_n_val,Close_n_val,Volume_n_val,SMA_10_val,SMA_20_val,CMO_14_val,High_n-Low_n_val,Open_n-Close_n_val,SMA_20-SMA_10_val,Close_n_slope_3_val,Close_n_slope_5_val,Close_n_slope_10_val,Open_n_changelen_val,High_n_changelen_val,Low_n_changelen_val,Close_n_changelen_val,High_n-Low_n_changelen_val,Open_n-Close_n_changelen_val,SMA_20-SMA_10_changelen_val,Close_n_slope_3_changelen_val,Close_n_slope_5_changelen_val,Close_n_slope_10_changelen_val,row_num,era,id,target_5_val,target_10_val,target_5,target_10
0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0,885,QZNEG.AF,0.5,0.5,0.0005702093712437,0.0008772122383527
0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.25,1.0,0.25,0.5,1.0,1.0,1.0,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.75,1,885,QZNEG.AF,0.5,0.5,-0.000592161093517,-0.000646986858414
0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.5,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.25,0.75,0.75,1.0,1.0,1.0,2,885,QZNEG.AF,0.25,0.25,-0.0012719149129828,-0.0019408534936701
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.25,1.0,0.5,1.0,1.0,3,885,QZNEG.AF,0.25,0.0,-0.0015022473744936,-0.002083379066088
0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.75,0.5,1.0,1.0,1.0,0.75,0.25,1.0,0.5,0.0,0.5,1.0,0.25,0.5,0.5,4,885,QZNEG.AF,0.25,0.25,-0.0015240920151948,-0.0012829443149053
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,1.0,1.0,0.5,0.0,0.75,1.0,0.5,0.75,0.5,0.25,0.75,0.75,1.0,0.0,0.25,0.25,5,885,QZNEG.AF,0.5,0.5,0.000307002867109,0.0002850511448357
0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.0,0.25,1.0,0.25,0.5,0.25,0.0,0.5,0.25,1.0,0.0,0.0,0.0,6,885,QZNEG.AF,0.5,0.75,-5.4825764897015183e-05,0.0012829443149054
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.0,0.5,0.0,0.0,1.0,0.0,0.75,0.75,0.75,0.75,0.0,1.0,0.75,0.0,0.75,7,885,QZNEG.AF,0.5,0.5,-0.0006689385806872,-0.0002632065041346
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.0,0.5,0.75,0.0,1.0,0.75,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,8,885,QZNEG.AF,0.5,0.5,-0.0005811316915943,-0.0006579091787647
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.75,1.0,0.75,0.0,1.0,0.75,0.25,0.75,0.5,0.25,0.75,1.0,1.0,0.0,0.5,9,885,QZNEG.AF,0.5,0.5,0.0002411477002894,-0.0004825095637228
0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.5,0.75,1.0,0.5,0.75,0.75,0.75,0.75,1.0,0.25,0.0,0.75,0.5,0.5,0.75,0.25,10,885,QZNEG.AF,0.5,0.75,-2.195172227326125e-05,0.0039364256706653
0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.25,0.75,1.0,1.0,0.0,0.5,0.25,0.25,0.5,0.5,0.0,0.75,0.75,0.75,0.25,0.5,0.0,11,885,QZNEG.AF,0.75,0.75,0.0013377700798025,0.0047589192256931
0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.75,0.25,1.0,0.25,0.25,0.0,0.0,0.75,0.75,0.75,0.5,0.25,0.75,0.75,0.25,0.0,12,885,QZNEG.AF,0.5,1.0,0.0004057320765525,0.0081361649270372
0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.5,0.25,1.0,0.5,0.25,0.0,0.75,0.75,1.0,1.0,0.25,0.5,1.0,1.0,0.75,0.0,13,885,QZNEG.AF,0.5,1.0,-7.677748717038746e-05,0.011041930466581
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.25,1.0,1.0,0.5,0.25,0.75,0.5,1.0,1.0,0.0,0.25,1.0,1.0,1.0,0.75,14,885,QZNEG.AF,0.5,1.0,-0.0007236572640123,0.0120616682773518
0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.5,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,1.0,15,885,QZNEG.AF,1.0,1.0,0.0039583773929385,0.0114037590985873
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.25,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.25,0.5,0.25,0.75,1.0,16,885,QZNEG.AF,1.0,1.0,0.0034211491458906,0.0108115980050703
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.75,1.0,0.25,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.0,0.5,0.5,17,885,QZNEG.AF,1.0,1.0,0.0077304328504846,0.0106142466677553
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.5,1.0,0.5,0.5,0.25,0.5,0.25,0.25,0.75,0.5,0.25,0.75,0.75,0.25,0.25,18,885,QZNEG.AF,1.0,1.0,0.0111187079537514,0.0085637416442911
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.5,0.25,0.0,0.75,0.5,0.25,0.5,0.5,0.5,0.0,0.75,19,885,QZNEG.AF,1.0,1.0,0.0127853255413642,0.0101427665059551
0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.75,0.0,0.75,1.0,0.75,0.75,0.25,0.5,0.75,0.75,1.0,20,885,QZNEG.AF,1.0,0.75,0.0074453817056487,0.005690957228943
0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.5,0.25,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.5,0.5,0.25,0.5,0.5,1.0,21,885,QZNEG.AF,1.0,0.75,0.0073904488591797,0.0054057990025351
