Open_n_val,High_n_val,Low_n_val,Close_n_val,Volume_n_val,SMA_10_val,SMA_20_val,CMO_14_val,High_n-Low_n_val,Open_n-Close_n_val,SMA_20-SMA_10_val,Close_n_slope_3_val,Close_n_slope_5_val,Close_n_slope_10_val,Open_n_changelen_val,High_n_changelen_val,Low_n_changelen_val,Close_n_changelen_val,High_n-Low_n_changelen_val,Open_n-Close_n_changelen_val,SMA_20-SMA_10_changelen_val,Close_n_slope_3_changelen_val,Close_n_slope_5_changelen_val,Close_n_slope_10_changelen_val,row_num,era,id,target_5_val,target_10_val,target_5,target_10
1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.75,0.75,0.5,0.5,1.0,1.0,1.0,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0,886,ONWSVANAPR.AF,0.0,0.0,-0.0083190284294307,-0.0042666532683759
1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,1,886,ONWSVANAPR.AF,0.5,0.0,-0.0006984129170868,-0.0037964299903179
0.75,1.0,0.75,0.75,1.0,0.25,0.25,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.0,2,886,ONWSVANAPR.AF,0.5,0.75,0.0004702908097653,0.001237856195146
0.75,0.5,0.25,0.5,1.0,0.25,0.25,0.75,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.25,0.0,0.0,0.75,0.5,0.75,0.0,0.0,0.0,3,886,ONWSVANAPR.AF,0.5,0.75,-0.000207457404882,0.0026139497951729
0.5,0.5,0.5,0.25,1.0,0.25,0.25,0.75,0.75,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.5,0.5,0.75,0.75,0.0,0.0,4,886,ONWSVANAPR.AF,1.0,1.0,0.0029320241366426,0.0045986391415531
0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.75,0.5,0.75,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.75,1.0,0.0,0.0,5,886,ONWSVANAPR.AF,1.0,1.0,0.0040523751610548,0.0044050257366714
0.25,0.75,0.5,0.75,1.0,0.25,0.25,0.75,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.75,0.75,0.0,0.75,1.0,0.75,0.75,6,886,ONWSVANAPR.AF,0.0,0.5,-0.003098017073231,-0.0006085282146459
0.75,1.0,0.75,0.75,1.0,0.25,0.25,0.75,1.0,0.75,0.5,1.0,0.75,1.0,0.75,1.0,1.0,0.5,0.5,0.5,0.75,1.0,1.0,0.5,7,886,ONWSVANAPR.AF,0.5,0.25,0.0007675653853806,-0.0018602284097923
0.75,0.75,0.5,0.5,0.75,0.25,0.25,0.75,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.75,0.5,0.25,0.25,0.5,1.0,0.5,0.5,0.0,8,886,ONWSVANAPR.AF,1.0,0.75,0.0028214072000549,0.0017149677073504
0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.75,0.5,0.0,0.0,0.25,1.0,1.0,0.25,0.5,0.25,0.75,0.0,0.25,0.0,0.25,0.75,0.75,9,886,ONWSVANAPR.AF,0.75,0.0,0.0016666150049104,-0.0054146247610813
0.5,0.75,0.75,0.75,0.5,0.75,0.25,0.75,0.75,0.0,0.0,0.5,1.0,0.0,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.75,1.0,0.5,10,886,ONWSVANAPR.AF,0.5,0.25,0.0003526505756166,-0.0033815827122611
0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.75,1.0,1.0,0.0,0.75,0.0,0.25,0.75,0.75,0.5,0.5,0.75,0.5,0.5,1.0,0.5,0.75,11,886,ONWSVANAPR.AF,1.0,0.25,0.0024894888585851,-0.0016735032390571
0.5,0.75,0.5,0.75,0.25,0.5,0.25,0.75,1.0,0.0,0.0,1.0,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.25,0.5,1.0,0.75,0.75,12,886,ONWSVANAPR.AF,0.25,0.0,-0.002627793795173,-0.004494910439112
0.75,1.0,0.75,0.75,1.0,0.75,0.25,0.75,0.75,0.25,0.0,0.75,1.0,0.75,0.75,1.0,1.0,0.5,0.25,0.5,0.25,0.5,1.0,0.75,13,886,ONWSVANAPR.AF,0.25,0.5,-0.0011064394927045,-0.0008989820878224
0.75,0.75,0.75,0.75,0.0,0.75,0.25,0.5,0.5,0.5,0.0,1.0,0.75,1.0,0.75,0.75,0.5,0.25,0.0,0.5,0.25,0.75,0.5,0.75,14,886,ONWSVANAPR.AF,0.0,0.25,-0.0070812397659918,-0.0031810135415253
0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.75,0.0,0.25,0.5,1.0,0.5,0.5,0.25,0.0,0.0,0.5,0.25,0.5,0.25,0.5,15,886,ONWSVANAPR.AF,0.0,0.25,-0.0037342332878778,-0.0023511839219971
0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.5,0.75,0.25,0.0,0.5,1.0,0.5,0.25,0.25,0.0,0.75,0.75,0.25,0.5,0.75,0.75,0.0,16,886,ONWSVANAPR.AF,0.0,0.25,-0.0041629920976422,-0.002074574048821
0.75,0.75,0.75,0.5,0.0,0.75,0.25,0.5,0.5,1.0,0.0,0.25,0.25,0.5,0.75,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.0,17,886,ONWSVANAPR.AF,0.25,0.25,-0.001867116643939,-0.002212878985409
0.5,0.5,0.75,0.75,0.0,0.75,0.25,0.5,0.5,0.0,0.0,0.25,0.5,0.75,0.5,0.0,1.0,0.75,0.25,0.25,0.5,0.75,0.75,0.75,18,886,ONWSVANAPR.AF,0.5,0.25,0.000207457404882,-0.0027660987317612
0.5,0.75,0.25,0.25,1.0,0.75,0.75,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.75,1.0,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.5,19,886,ONWSVANAPR.AF,1.0,1.0,0.0039002262244665,0.0032847422439665
0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,1.0,0.0,0.5,0.25,0.0,0.25,0.5,0.75,0.0,0.75,0.5,0.25,0.5,0.75,0.75,0.75,20,886,ONWSVANAPR.AF,0.75,0.75,0.0013830493658806,0.0022336112195557
0.25,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.25,0.0,0.0,0.5,0.75,1.0,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.75,21,886,ONWSVANAPR.AF,0.75,1.0,0.0020884180488212,0.0031187493073778
0.25,0.5,0.25,0.5,0.0,0.5,0.75,0.5,0.75,0.25,0.5,1.0,0.25,0.0,0.5,1.0,0.5,0.75,0.75,0.25,0.5,0.75,0.75,0.5,22,886,ONWSVANAPR.AF,0.5,1.0,-0.0003457623414699,0.0032501660098196
0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,1.0,0.0,0.5,1.0,0.5,0.5,0.75,1.0,0.75,0.75,0.75,0.0,0.5,1.0,1.0,0.75,23,886,ONWSVANAPR.AF,0.0,0.5,-0.0029735561366432,0.0001314167024417
0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.75,1.0,0.5,0.75,1.0,0.25,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.5,1.0,0.5,24,886,ONWSVANAPR.AF,0.5,0.75,-0.0006154839804999,0.0027384107317607
0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.5,1.0,0.75,0.25,0.25,0.75,0.25,0.5,0.75,25,886,ONWSVANAPR.AF,0.5,0.75,0.0008505618536751,0.0016319712390562
0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.5,0.0,0.25,0.75,0.25,1.0,0.5,0.75,0.25,0.5,0.75,0.0,0.0,0.75,0.0,0.75,0.75,26,886,ONWSVANAPR.AF,0.75,0.75,0.0010303312585566,0.002890559668349
0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,1.0,1.0,0.75,0.25,0.5,0.5,0.75,0.0,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.5,27,886,ONWSVANAPR.AF,1.0,1.0,0.0035959283512896,0.0056705024001104
0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.75,0.25,0.0,0.25,0.5,0.0,0.75,0.75,0.5,0.25,0.75,1.0,0.25,0.0,28,886,ONWSVANAPR.AF,1.0,1.0,0.003104972839085,0.0042459885659364
0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.25,0.5,1.0,0.75,0.0,1.0,0.75,0.25,0.5,0.5,0.5,0.75,0.75,29,886,ONWSVANAPR.AF,1.0,1.0,0.0033538947122606,0.0043220292683769
0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.75,0.75,0.0,0.5,1.0,0.75,0.75,0.5,1.0,0.5,0.75,0.75,0.25,0.25,0.75,1.0,0.5,30,886,ONWSVANAPR.AF,0.5,1.0,0.000781409385381,0.0031602813073787
0.5,0.5,0.5,0.5,0.75,0.5,0.5,1.0,1.0,0.25,0.5,1.0,0.75,1.0,0.75,1.0,0.25,0.75,0.75,0.5,0.25,1.0,1.0,0.75,31,886,ONWSVANAPR.AF,0.75,1.0,0.0018602284097923,0.0039901109269071
0.5,0.5,0.75,0.75,0.25,0.5,0.5,1.0,0.0,0.25,0.5,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.5,0.25,0.25,1.0,1.0,0.75,32,886,ONWSVANAPR.AF,0.75,1.0,0.0020745740488208,0.0037342332878778
0.75,0.75,0.75,0.75,0.25,0.5,0.5,1.0,0.25,0.25,0.5,0.75,1.0,0.75,0.75,1.0,1.0,0.5,0.75,0.5,0.0,0.5,0.5,0.5,33,886,ONWSVANAPR.AF,0.75,0.75,0.0011410157268514,0.0021229267512608
0.75,0.5,0.75,0.75,0.75,0.5,0.5,1.0,0.0,0.0,0.25,0.75,1.0,0.75,0.5,0.75,1.0,0.75,0.5,0.25,0.0,0.25,0.75,0.75,34,886,ONWSVANAPR.AF,0.5,0.75,0.0009681345561163,0.002212878985409
